No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	電話番号	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
153	完了	神奈川県	川崎市	ガシャポンのデパート ラゾーナ川崎店	212-8576	神奈川県川崎市幸区堀川町72-1	LAZONA川崎プラザ 4F namcoラゾーナ川崎内	35.532921	139.694764				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数700面<br />※2020年11月13日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/lazona-kawasaki/			カワサキシ	カ	28	14	2	2
154	完了	神奈川県	横浜市	プリキュアプリティストア横浜店	220-0011	神奈川県横浜市西区高島2-19-12	マルイシティ横浜 8F	35.464764	139.624660			045-534-3260	その他	ソノタ	『プリキュア』シリーズのグッズを取り扱う東映アニメーションのオフィシャルショップ。<br />※2019年10月10日オープン	http://www.toei-anim.co.jp/ptr/precure/store			ヨコハマシ	ソ	29	14	1	2
155	完了	神奈川県	横浜市	らしんばん横浜店	220-0005	神奈川県横浜市西区南幸1-5−27	ヨドバシ相鉄駅前ビル2F	35.464304	139.620028			0570-008-620	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※ヨコハマプラザホテル内の店舗（2012年9月15日オープン）から、2019年5月1日に移転リニューアルオープン	https://www.lashinbang.com/store/yokohama/			ヨコハマシ	ラ	19	14	1	2
156	完了	神奈川県	横浜市	アニメガ×ソフマップ 横浜ビブレ店	220-0005	神奈川県横浜市西区南幸2-15-13	横浜ビブレ7F	35.465069	139.618337			0077-78-9888	アニメガ	アニメガ	文教堂書店のアニメ関連商品の販売に特化した店舗としてスタートした「アニメガ」が、ソフマップに事業譲渡され、2019年11月1日に「アニメガ×ソフマップ」として新たにオープンした店舗	https://www.sofmap.com/tenpo/contents/?id=shops&sid=animega_yokohama			ヨコハマシ	ア	22	14	1	2
157	完了	神奈川県	横浜市	アニメイト横浜ビブレ	220-0005	神奈川県横浜市西区南幸2-15-13	横浜ビブレ8F	35.464833	139.618077			045-548-6614	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※ヨコハマプラザホテル内の「アニメイト横浜」から、2019年3月21日に移転リニューアルオープン	https://www.animate.co.jp/shop/yokohama/			ヨコハマシ	ア	12	14	1	2
158	完了	神奈川県	横浜市	ボークス横浜ショールーム	220-0005	神奈川県横浜市西区南幸2-15-13	横浜ビブレ9F	35.464924	139.618312			045-321-7871	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/yokohama_sr/			ヨコハマシ	ホ	24	14	1	2
159	完了	神奈川県	横浜市	ゲーマーズ横浜店	220-0005	神奈川県横浜市西区南幸2-16-20	オーチュー横浜ビル2～3F	35.464663	139.616951			045-317-4321	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4135/			ヨコハマシ	ケ	16	14	1	2
160	完了	神奈川県	横浜市	メロンブックス横浜店	220-0005	神奈川県横浜市西区南幸2-16-20	オーチュー横浜ビル5～6F	35.464663	139.616951			045-317-7913	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店	https://www.melonbooks.co.jp/shop/shop.php?wp_id=7			ヨコハマシ	メ	20	14	1	2
161	完了	神奈川県	横浜市	駿河屋マルイシティ横浜店	220-0011	神奈川県横浜市西区高島2-19−12	マルイシティ横浜7F	35.464732	139.624698			045-534-3212	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗<br />※2019年11月15日オープン	https://www.a-too.co.jp/shopsearch/%e9%a7%bf%e6%b2%b3%e5%b1%8b%e3%83%9e%e3%83%ab%e3%82%a4%e3%82%b7%e3%83%86%e3%82%a3%e6%a8%aa%e6%b5%9c%e5%ba%97/			ヨコハマシ	ス	23	14	1	2
162		神奈川県	横浜市	ポケモンセンターヨコハマ	220-0011	神奈川県横浜市西区高島2-19-12	マルイシティ横浜 8F	35.464553	139.624598				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/yokohama/			ヨコハマシ	ホ	27	14	1	2
163	完了	神奈川県	横藩士	ガシャポンのデパート トレッサ横浜店	222-0002	神奈川県横浜市港北区師岡町700	トレッサ横浜南棟 3F namco トレッサ横浜店内	35.524111	139.646699				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />※2021年3月12日オープン				#N/A	カ	28	14	#N/A	#N/A
164	完了	神奈川県	横浜市	ガシャポンのデパート 横浜ワールドポーターズ店	231-0001	神奈川県横浜市中区新港2-2-1	横浜ワールドポーターズ 2F ハムリーズ内	35.454458	139.637837				ガシャポンのデパート	ガシャポンのデパート	"バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店の第1号店。<br />設置総数2,200面<br />※2020年8月1日オープン"	https://bandainamco-am.co.jp/others/capsule-toy-store/store/yokohama-wp/			ヨコハマシ	カ	28	14	1	2
165	完了	神奈川県	横浜市	ANIBASE YOKOHAMA	231-0023	神奈川県横浜市中区山下町128-2	メゾーネ山下町	35.441413	139.646215			045-264-6573	その他	ソノタ	横浜中華街にあるアニメグッズ専門店。<br />※2020年3月20日オープン	https://anibase-yokohama.com/			ヨコハマシ	ソ	29	14	1	2
166	完了	神奈川県	横須賀市	アニメイト横須賀	238-0007	神奈川県横須賀市若松町2-5-3	矢島ビル6F	35.279221	139.670292			046-824-6651	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/yokosuka/			ヨコスカシ	ア	12	14	10	2
167	完了	神奈川県	厚木市	アニメイト本厚木	243-0018	神奈川県厚木市中町2-7-5	wamiles hikari BLD 2Ｆ	35.441394	139.36393			046-295-6032	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/honatsugi/			アツギシ	ア	12	14	4	2
168	完了	神奈川県	海老名市	アニメイトマルイファミリー海老名	243-0432	神奈川県海老名市中央1-6-1	マルイファミリー海老名5F	35.452844	139.393915			046-240-9381	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/ebina/			エビナシ	ア	12	14	6	2
169	完了	神奈川県	海老名市	ガシャポンのデパート ららぽーと海老名店	243-0436	神奈川県海老名市扇町13-1	ららぽーと海老名 4F	35.456717	139.388966				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数900面<br />※2020年11月6日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/lalaport-ebina/			エビナシ	カ	28	14	6	2
170	完了	神奈川県	小田原市	アニメイト小田原	250-0011	神奈川県小田原市栄町1-14-48	ジャンボーナックビルB1F	35.253689	139.157924			0465-21-0555	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/odawara/			オダワラシ	ア	12	14	24	2
171	完了	神奈川県	藤沢市	アニメイト藤沢	251-0055	神奈川県藤沢市南藤沢19-17	ドン・キホーテ藤沢駅南口店5F	35.337527	139.489228			0466-55-3112	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※神奈川県藤沢市鵠沼東1-2 藤沢プラザB1Fから移転リニューアルオープン	https://www.animate.co.jp/shop/fujisawa/			フジサワシ	ア	12	14	15	2
172	完了	神奈川県	藤沢市	miniメロンブックス藤沢店	251-0055	神奈川県藤沢市南藤沢19-17	ドン・キホーテ藤沢駅南口店5F	35.337527	139.489228			0466-54-9500	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店<br />※2019年2月23日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=54			フジサワシ	メ	20	14	15	2
173	完了	千葉県	千葉市	らしんばん千葉店	260-0014	千葉県千葉市中央区本千葉町6-9	フェニックスレジデンス千葉中央1F	35.607197	140.119251			043-223-5860	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/chiba/			チバシ	ラ	19	12	1	2
174	完了	千葉県	千葉市	とらのあな千葉店	260-0014	千葉県千葉市中央区本千葉町6-9	フェニックスレジデンス千葉中央2F	35.607197	140.119251			043-202-4521	とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/chiba/			チバシ	ト	14	12	1	2
175	完了	千葉県	千葉市	メロンブックス千葉店	260-0015	千葉県千葉市中央区富士見2-16-4	三社プラザ501	35.609218	140.117887			043-441-6188	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店	https://www.melonbooks.co.jp/shop/shop.php?wp_id=37			チバシ	メ	20	12	1	2
176	完了	千葉県	千葉市	アニメイト千葉	260-0015	千葉県千葉市中央区富士見2-22-2	千葉中央駅前ビルB1F	35.608436	140.118012			043-202-3344	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/chiba/			チバシ	ア	12	12	1	2
177	完了	千葉県	松戸市	アニメイト松戸	271-0092	千葉県松戸市松戸1230-1	ピアザ松戸 B1F	"35.783526,"	139.900812			047-366-4301	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/matsudo/			マツドシ	ア	12	12	13	2
178	完了	千葉県	松戸市	ガシャポンのデパート 松戸店	271-0092	千葉県松戸市松戸1230-1	ピアザ松戸 1F	35.783528	139.900835				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数580面<br />※2020年12月4日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/matsudo/			マツドシ	カ	28	12	13	2
179	完了	千葉県	船橋市	アニメイトイオンモール船橋	273-0045	千葉県船橋市山手1-1-8	イオンモール船橋2F	35.711934	139.978779			047-437-6931	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2012年4月25日オープン	https://www.animate.co.jp/shop/funabashi/			フナバシシ	ア	12	12	10	2
180	完了	千葉県	船橋市	ボークスららぽーとショールーム	273-8530	千葉県船橋市浜町2-1-1	ららぽーとTOKYO-BAY 北館 2F	35.686882	139.990830			047-437-2291	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/lalaport_sr/			フナバシシ	ホ	24	12	10	2
181		千葉県	船橋市	ポケモンセンタートウキョーベイ	273-8530	千葉県船橋市浜町2-1-1	ららぽーとTOKYO-BAY 西館 2F	34.701564	135.496525				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/pokecen/tokyobay/			フナバシシ	ホ	27	12	10	2
182	完了	千葉県	習志野市	アニメイト津田沼	275-0026	千葉県習志野市谷津1-16-1	モリシアビルレストラン5F	35.689522	140.019389			047-403-2424	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/tsudanuma/			ナラシノシ	ア	12	12	4	2
183	完了	千葉県	習志野市	ゲーマーズ津田沼店	275-0026	千葉県習志野市谷津1-16-1	モリシアビルレストラン5F	35.689522	140.019389			047-403-8851	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4110/			ナラシノシ	ケ	16	12	4	2
184	完了	千葉県	柏市	アニメイト柏	277-0005	千葉県柏市柏1-3-1	ドン・キホーテ柏駅前店4F	35.860471	139.971364			04-7144-9657	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kashiwa/			カシワシ	ア	12	12	14	2
185	完了	千葉県	柏市	メロンブックス柏店	277-0005	千葉県柏市柏1-3-1	ドン・キホーテ柏駅前店4F	35.860471	139.971364			04-7192-7440	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店<br />※2018年3月31日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=12			カシワシ	メ	20	12	14	2
186	完了	千葉県	柏市	アニメイトアリオ柏	277-0922	千葉県柏市大島田1-6-1	セブンパークアリオ柏2F	35.832751	140.013254			04-7196-6171	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2016年4月25日オープン	https://www.animate.co.jp/shop/ario_kashiwa/			カシワシ	ア	12	12	14	2
187		千葉県	成田市	ポケモンストア 成田空港店	282-0004	千葉県成田市古込1-1	成田国際空港内 第2旅客ターミナルビル本館 4F	35.772764	140.388916				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/narita-airport/			ナリタシ	ホ	27	12	18	2
188	完了	千葉県	成田市	コスパ秋葉原 ナリタサテライトステーション	282-0011	千葉県成田市三里塚字御料牧場1-1	第1旅客ターミナル中央ビル4F	35.764030	140.383746			0476-32-4753	COSPA	コスパ	キャラクターアパレル・雑貨専門店	http://cospa.com/special/shoplist/list/cospanarita.html		2020年4月13日休業	ナリタシ	コ	15	12	18	2
189		千葉県	木更津市	ポケモンストア アウトレット 木更津店	292-0009	千葉県木更津市金田東3-1-1	三井アウトレットパーク 木更津 2150区画	35.434898	139.935783				ポケモンセンター	ポケモンセンター		https://www.pokemon.co.jp/shop/store/kisarazu/			キサラヅシ	ホ	27	12	33	2
190	完了	千葉県	木更津市	アニメイトイオンモール木更津	292-0835	千葉県木更津市築地1-4	イオンモール木更津2F	35.364198	139.908143			0438-53-7851	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2014年10月18日オープン	https://www.animate.co.jp/shop/kisarazu/			キサラヅシ	ア	12	12	33	2
191	完了	茨城県	水戸市	らしんばん水戸店	310-0015	茨城県水戸市宮町1-2-4	マイムビル1F	36.371349	140.477591			029-300-1137	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/mito/			ミトシ	ラ	19	8	10	2
192	完了	茨城県	水戸市	アニメイト水戸	310-0015	茨城県水戸市宮町1-2-4	マイムビルB1F 	36.371349	140.477367			029-302-1163	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/mito/			ミトシ	ア	12	8	10	2
193	完了	茨城県	水戸市	メロンブックス水戸店	310-0015	茨城県水戸市宮町1-2-4	マイムビルB1F 	36.371556	140.477380			029-297-3128	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=44			ミトシ	メ	20	8	10	2
194	完了	茨城県	土浦市	アニメイトイオンモール土浦	300-0811	茨城県土浦市上高津367	イオンモール土浦3F	36.079367	140.182178			029-835-2821	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2012年11月23日オープン	https://www.animate.co.jp/shop/tsuchiura/			ツチウラシ	ア	12	8	20	2
195	完了	栃木県	宇都宮市	駿河屋MEGAドン・キホーテ ラパーク宇都宮店	320-0026	栃木県宇都宮市馬場通2-3-12	MEGAドン・キホーテ ラパーク宇都宮6F 	36.560713	139.885373			028-612-4890	駿河屋	スルガヤ	ゲーム・古本・DVD・CD・トレカ・フィギュア 通販ショップ「駿河屋」の実店舗	https://www.a-too.co.jp/shopsearch/駿河屋megaドン・キホーテ-ラパーク宇都宮店/			ウツノミヤシ	ス	23	9	1	2
196	完了	栃木県	宇都宮市	メロンブックス宇都宮店	320-0803	栃木県宇都宮市曲師町2-8	宇都宮フェスタB1F	36.560265	139.884681			028-614-6218	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=11			ウツノミヤシ	メ	20	9	1	2
197	完了	栃木県	宇都宮市	らしんばん宇都宮店	320-0803	栃木県宇都宮市曲師町2-8	宇都宮フェスタ3F	36.560265	139.884681			028-610-0155	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2012年3月17日オープン	https://www.lashinbang.com/store/utsunomiya/			ウツノミヤシ	ラ	19	9	1	2
198	完了	栃木県	宇都宮市	アニメイト宇都宮	320-0803	栃木県宇都宮市曲師町2-8	宇都宮フェスタ5F	36.560265	139.884681			028-614-3830	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/utsunomiya/			ウツノミヤシ	ア	12	9	1	2
199	完了	栃木県	宇都宮市	ボークス宇都宮ショールーム	320-0803	栃木県宇都宮市曲師町2-8	宇都宮フェスタ6F	36.560265	139.884681			028-636-9393	ボークス	ボークス	模型・フィギュアメーカーのボークスが、ホビー最新情報発信基地として展開するホビー専門店	http://www.volks.co.jp/jp/shop/utsunomiya_sr/			ウツノミヤシ	ホ	24	9	1	2
200	完了	栃木県	宇都宮市	まんだらけ 宇都宮店	320-0803	栃木県宇都宮市曲師町2-8	宇都宮フェスタ4F	36.560247	139.884716			028-636-0711	まんだらけ	マンダラケ	マンガ専門の古書店	http://mandarake.co.jp/shop/utu/			ウツノミヤシ	マ	21	9	1	2
201	完了	栃木県	小山市	アニメイトロブレ小山	323-0023	栃木県小山市中央町3-7-1	ロブレ4F	36.312583	139.805263			0285-20-6311	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/oyama/			オヤマシ	ア	12	9	7	2
202	完了	埼玉県	さいたま市	とらのあな大宮店	330-0802	埼玉県さいたま市大宮区宮町1-9	湯澤ビル 5F	35.908033	139.624356			048-658-1355	とらのあな	トラノアナ	同人誌及びアニメ・コミック・ゲーム関連グッズ専門店	http://www.toranoana.jp/shop/ohmiya/			サイタマシ	ト	14	11	1	2
203	完了	埼玉県	さいたま市	アニメイト大宮コミック館	330-0854	埼玉県さいたま市大宮区桜木町1-3-6	第一高井ビル1F	35.90452	139.623474			048-640-7755	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	http://www.animate.co.jp/shop/shop_east/oomiya/			サイタマシ	ア	12	11	1	2
204	完了	埼玉県	さいたま市	らしんばん大宮店	330-0854	埼玉県さいたま市大宮区桜木町1-3-6	第一高井ビル2F	35.90452	139.623474			048-644-7553	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2006年11月3日オープン	https://www.lashinbang.com/store/omiya/			サイタマシ	ラ	19	11	1	2
205	完了	埼玉県	さいたま市	ゲーマーズ大宮店	330-0854	埼玉県さいたま市大宮区桜木町1-3-6	第一高井ビル3F	35.90452	139.623474			048-650-7871	ゲーマーズ	ゲーマーズ	キャラクターグッズを中心としたアニメ・コミック・ゲーム関連グッズ専門店	https://www.gamers.co.jp/shop/4102/			サイタマシ	ケ	16	11	1	2
206	完了	埼玉県	さいたま市	アニメイト大宮本館	330-0854	埼玉県さいたま市大宮区桜木町1-132	第二高井ビル1F	35.904368	139.623557			048-646-0320	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	http://www.animate.co.jp/shop/shop_east/oomiya/			サイタマシ	ア	12	11	1	2
207	完了	埼玉県	さいたま市	メロンブックス大宮店	330-0854	埼玉県さいたま市大宮区桜木町1-132	第二高井ビル2F	35.904357	139.623562			048-640-2133	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=10			サイタマシ	メ	20	11	1	2
208	完了	埼玉県	さいたま市	TOWERanime浦和店	330-0855	埼玉県さいたま市浦和区東高砂町11-1	浦和パルコ4F	35.858764	139.658627				TOWERanime	タワーアニメ	タワーレコードが、既存店を改装して新設したアニソンに特化した専門店<br />同人CDを含むCDならびにDVDなど映像作品をはじめ、書籍、雑誌、コミックからフィギュア、トレーディングカードなど関連グッズ全般を取り扱っています。<br />※2017年6月30日オープン	https://tower.jp/toweranime/shop/urawa/			サイタマシ	タ	25	11	1	2
209	完了	埼玉県	川口市	アニメイト川口	332-0017	埼玉県川口市栄町3-5-9	アンドウビル1F	35.803514	139.717898			048-253-1677	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kawaguchi/			カワグチシ	ア	12	11	2	2
210	完了	埼玉県	戸田市	ガシャポンのデパート イオンモール北戸田店	335-0032	埼玉県戸田市美女木東1-3-1	イオンモール北戸田 3F	35.826815	139.652705				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数500面<br />※2021年2月11日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/kitatoda/			トダシ	カ	28	11	4	2
211	完了	埼玉県	越谷市	アニメイトイオンレイクタウン	343-0828	埼玉県越谷市レイクタウン3-1-1	イオンレイクタウンmori3F	35.880198	139.827577			048-990-3581	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	http://www.animate.co.jp/shop/shop_east/aeon_laketown/			コシガヤシ	ア	12	11	36	2
212	完了	埼玉県	越谷市	アニメイト南越谷	343-0845	埼玉県越谷市南越谷1-15-1	南越谷ラクーン2F	35.875007	139.793161			048-990-0008	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/minamikoshigaya/			コシガヤシ	ア	12	11	36	2
213	完了	埼玉県	久喜市	アニメイトモラージュ菖蒲	346-0195	埼玉県久喜市菖蒲町菖蒲6005-1	モラージュ菖蒲3F 	36.075206	139.610003			0480-87-1831	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/shobu/			クキシ	ア	12	11	31	2
214	完了	埼玉県	久喜市	らしんばんモラージュ菖蒲店	346-0195	埼玉県久喜市菖蒲町菖蒲6005-1	モラージュ菖蒲3F 	36.075145	139.610127			0480-87-0556	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/syoubu/			クキシ	ラ	19	11	31	2
215	完了	埼玉県	川越市	アニメイト川越	350-1122	埼玉県川越市脇田町4-2	川越モディ4F	35.909105	139.482915			049-225-0020	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/kawagoe/			クワゴエシ	ア	12	11	20	2
216	完了	埼玉県	川越市	らしんばん川越店	350-1122	埼玉県川越市脇田町4-2	川越モディ4F	35.909105	139.482915			049-228-5277	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/kawagoe/			クワゴエシ	ラ	19	11	20	2
217	完了	埼玉県	富士見市	アニメイトららぽーと富士見	354-8560	埼玉県富士見市山室1-1313	ららぽーと富士見3F	35.858811	139.548809			049-293-4158	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/fujimi/			フジミシ	ア	12	11	13	2
218	完了	埼玉県	所沢市	アニメイト所沢	359-1116	埼玉県所沢市東町5-22	旧イオン所沢店 4F	35.789194	139.469955			04-2929-6060	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/tokorozawa/			トコロザワシ	ア	12	11	15	2
219	完了	埼玉県	熊谷市	アニメイト熊谷	360-0037	埼玉県熊谷市筑波3-105		36.140312	139.390648			048-520-3201	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2013年7月13日オープン	https://www.animate.co.jp/shop/kumagaya/			クマガヤシ	ア	12	11	25	2
220	完了	群馬県	高崎市	メロンブックス高崎店	370-0832	群馬県高崎市砂賀町84		36.322935	139.008398			027-320-8615	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗	https://www.melonbooks.co.jp/shop/shop.php?wp_id=9			タカサキシ	メ	20	10	6	2
221	完了	群馬県	高崎市	アニメイト高崎	370-0052	群馬県高崎市旭町34-5	旭町ビル2F	36.324901	139.011364			027-323-7598	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/takasaki/			タカサキシ	ア	12	10	6	2
222	完了	群馬県	高崎市	らしんばん高崎店	370-0052	群馬県高崎市旭町34-5	旭町ビル2F	36.324901	139.011364			027-320-8851	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店	https://www.lashinbang.com/store/takasaki/			タカサキシ	ラ	19	10	6	2
223	完了	群馬県	前橋市	ガシャポンのデパート けやきウォーク前橋店	371-0801	群馬県前橋市文京町2-1-1	けやきウォーク前橋 2F namco内	36.379757	139.078490				ガシャポンのデパート	ガシャポンのデパート	バンダイナムコアミューズメントが企画・運営・プロデュースするカプセルトイ専門店。<br />設置総数600面<br />※2021年2月5日オープン	https://bandainamco-am.co.jp/others/capsule-toy-store/store/maebashi/			マエバシシ	カ	28	10	1	2
224	完了	群馬県	太田市	アニメイトイオンモール太田	373-0808	群馬県太田市石原町81	イオンモール太田2F	36.293433	139.399886			0276-56-4931	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2015年2月7日オープン	https://www.animate.co.jp/shop/ota/			オオタシ	ア	12	10	17	2
225	完了	長野県	長野市	アニメイト長野	380-0822	長野県長野市北石堂町1429-1	ショッピングプラザagain 5F	36.646258	138.186566			026-225-0533	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店<br />※2016年10月7日オープン	https://www.animate.co.jp/shop/nagano/			ナガノシ	ア	12	20	5	2
226	完了	長野県	長野市	メロンブックス長野店	380-0822	長野県長野市北石堂町1429-1	ショッピングプラザagain 5F	36.646258	138.186566			026-217-5818	メロンブックス	メロンブックス	アニメ・コミック・ゲーム系同人誌と音楽CD、関連キャラクターグッズ専門店舗<br />※2016年10月7日オープン	https://www.melonbooks.co.jp/shop/shop.php?wp_id=36			ナガノシ	メ	20	20	5	2
227	完了	長野県	長野市	らしんばん長野店Light	380-0822	長野県長野市北石堂町1429-1	ショッピングプラザagain 5F	36.646258	138.186566			026-225-9790	らしんばん	ラシンバン	同人誌、コミック、アニメCD・DVD・LD、アニメ・ゲームグッズ、PCソフトの中古品販売店<br />※2016年10月7日オープン	https://www.lashinbang.com/store/nagano/			ナガノシ	ラ	19	20	5	2
228	完了	長野県	長野市	りあらいず	385-0051	長野県佐久市中込3115-3		36.251254	138.478931			0267-88-7750	その他	ソノタ	アニメグッズやゲーム、書籍、CD、DVD、同人誌、フィギュア、ロボット、ミニカー、おもちゃ、アミューズメント景品など豊富な商品を取り扱い、買取も行っている店。	https://realize-to.com/			ナガノシ	ソ	29	20	5	2
229	完了	長野県	松本市	アニメイト松本パルコ	390-0811	長野県松本市中央1-10-30	松本PARCO 5F	36.232610	137.968101			0263-31-8451	アニメイト	アニメイト	アニメ・コミック・ゲーム関連グッズ専門店	https://www.animate.co.jp/shop/matsumoto/			マツモトシ	ア	12	20	18	2
