No.	確定	都道府県	市区郡（統計用）	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	電話番号	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
91	完了	東京都	杉並区	ノーマッド	167-0033	東京都杉並区清水1-16-5	IWAIビル2F	35.70956	139.61519			03-3394-2132	アニメ制作会社	ノオマット	スタジオぴえろの制作出身でマッドハウスの元制作プロデューサーである小野達矢が2003年7月に設立したアニメ制作会社。<br />初の元請制作作品は、2004年の『ローゼンメイデン』。<br />代表作は、<br />『ローゼンメイデン』、<br />『ちょこッとSister』、<br />『sola』、<br />『狂乱家族日記』、<br />『けんぷファー』、<br />『よくわかる現代魔法』、<br />『邪神ちゃんドロップキック』<br />など。	http://www.nomad-inc.co.jp/			スギナミク	ノ	1	13	12	2
92	完了	東京都	杉並区	サンシャインコーポレーション	167-0033	東京都杉並区清水3-16-7	井口ビル6F	35.717138	139.614625			03-3397-8911	アニメ制作会社	サンシャインコオホレエション	アニメ制作会社。1985年3月設立。<br />代表作は、<br />『シートン動物記』、<br />『クッキングパパ』、<br />『まもって！ロリポップ』<br />など。	http://www.ssc-j.com/			スギナミク	サ	1	13	12	2
93	完了	東京都	杉並区	トリガー	167-0043	東京都杉並区上荻1-2-1	インテグラルタワー3F	35.704798	139.622892	"https://www.google.co.jp/maps/@35.7049285,139.6235691,3a,75y,253.97h,112.1t/data=!3m4!1e1!3m2!1s58Q9bkbbK4K9DThofKC0uQ!2e0?hl=ja"			アニメ制作会社	トリカア	ガイナックス所属の演出家だった大塚雅彦、今石洋之と、制作プロデューサーの舛本和也の3人が2011年8月22日に設立したアニメ制作会社。<br />社名は、作品を弾丸に見立ててそれを打ち出す「引き金」の意味から。<br />サンジゲン、Ordet、ライデンフィルムなどの複数のアニメ制作会社を傘下に持つ事業持株会社であるウルトラスーパーピクチャーズのグループ企業。<br />初の元請制作作品は2013年の『キルラキル』。<br />代表作は、<br />『リトルウィッチアカデミア』、<br />『ダーリン・イン・ザ・フランキス』、<br />『SSSS.GRIDMAN』<br />など。	http://www.st-trigger.co.jp/			スギナミク	ト	1	13	12	2
94	完了	東京都	杉並区	ライデンフィルム	167-0043	東京都杉並区上荻1-2-1	インテグラルタワー3F	35.704798	139.622892	"https://www.google.co.jp/maps/@35.7049285,139.6235691,3a,75y,253.97h,112.1t/data=!3m4!1e1!3m2!1s58Q9bkbbK4K9DThofKC0uQ!2e0?hl=ja"		03-6383-5533	アニメ制作会社	ライテンフィルム	2012年2月設立のアニメ制作会社。<br />トリガー、サンジゲン、Ordetなどの複数のアニメ制作会社を傘下に持つ事業持株会社であるウルトラスーパーピクチャーズのグループ企業。<br />代表作は、<br />『あいうら』、<br />『テラフォーマーズ』、<br />『山田くんと7人の魔女』、<br />『石膏ボーイズ』、<br />『うどんの国の金色毛鞠』、<br />『恋と嘘』、<br />『キリングバイツ』、<br />『レイトン ミステリー探偵社 ～カトリーのナゾトキファイル～』、<br />『はねバド!』、<br />『魔法少女特殊戦あすか』、<br />『真夜中のオカルト公務員』、<br />『放課後さいころ倶楽部』<br />など。	http://lidenfilms.jp/			スギナミク	ラ	1	13	12	2
95	完了	東京都	杉並区	サンジゲン	167-0043	東京都杉並区上荻1-2-1	インテグラルタワー17F	35.704798	139.622892	"https://www.google.co.jp/maps/@35.7049285,139.6235691,3a,75y,253.97h,112.1t/data=!3m4!1e1!3m2!1s58Q9bkbbK4K9DThofKC0uQ!2e0?hl=ja"		03-6383-5533	アニメ制作会社	サンシケン	『セルアニメ調の3DCG』が特徴のアニメ制作会社。2006年3月設立。<br />トリガー、Ordet、ライデンフィルムなどの複数のアニメ制作会社を傘下に持つ事業持株会社であるウルトラスーパーピクチャーズのグループ企業。<br />『TIGER＆BUNNY』、『輪るピングドラム』、『境界線上のホライゾン』、『ラストエグザイル』、『009 RE:CYBORG』などの3DCGパートを制作。	http://www.sanzigen.co.jp/			スギナミク	サ	1	13	12	2
96	完了	東京都	杉並区	GONZO 荻窪オフィス	167-0043	東京都杉並区上荻1-10-6	荻窪福智ビル3F	35.704666	139.617650	"https://www.google.co.jp/maps/@35.7048706,139.6176419,3a,75y,185.75h,102.44t/data=!3m4!1e1!3m2!1siJzIl_SdCd8hPIaXLLj2XA!2e0?hl=ja"		03-5347-2401	アニメ制作会社	コンソオキクホオフィス	2010年10月2日の本社移転に伴い新設されたGONZOのオフィス。	http://www.gonzo.co.jp/			スギナミク	コ	1	13	12	2
97	完了	東京都	杉並区	エイトビット	167-0043	東京都杉並区上荻1-16-14	武蔵館ビル4F	35.705617	139.618987			03-5397-8011	アニメ制作会社	エイトヒット	サテライトのCG班出身の葛西励が、サテライト第1スタジオの元スタッフらを伴って2008年9月に設立したアニメ制作会社。<br />当初はサテライト作品などのグロス請けを中心に制作していたが、2011年に初元請作品となる『IS 〈インフィニット・ストラトス〉』を制作。<br />代表作は、<br />『ヤマノススメ』、<br />『東京レイヴンズ』、<br />『グリザイアの果実』、<br />『ナイツ&マジック』、<br />『転生したらスライムだった件』<br />など。	http://8bit-studio.co.jp/			スギナミク	エ	1	13	12	2
98	完了	東京都	杉並区	フッズエンタテインメント	167-0043	東京都杉並区上荻2-31-12	ピース荻窪201	35.707404	139.614950			03-5347-4255	アニメ制作会社	フッスエンタテインメント	ゴンゾのプロデューサーだった永井理が2009年2月に設立したアニメ制作会社。<br />代表作は、<br />『聖痕のクェイサー 』<br />『謎の彼女X』<br />『ファンタジスタドール』<br />『彼女がフラグをおられたら』<br />『大図書館の羊飼い』<br />『DRIFTERS』<br />『メルヘン・メドヘン』<br />『3D彼女 リアルガール』<br />『戦×恋』<br />など。	http://www.hoods.co.jp/			スギナミク	フ	1	13	12	2
99	完了	東京都	杉並区	アンサー・スタジオ	167-0043	東京都杉並区上荻4-29-15	"さくら上荻ビル3F,5F"	35.711753	139.602483			03-3395-7051	アニメ制作会社	アンサアスタシオ	アニメ制作会社。2004年6月設立。<br />代表作は、<br />『ネポス・ナポス』<br />『ゴルゴ13』<br />『FLAG』<br />など。	http://www.answerstudio.co.jp/			スギナミク	ア	1	13	12	2
100	完了	東京都	杉並区	葦プロダクション	167-0051	東京都杉並区荻窪5-11-17	荻窪有川ビル3F	35.70262	139.61691			03-3220-3027	アニメ制作会社	フロタクションリイト	アニメ制作会社。1975年12月20日設立。旧社名「プロダクション リード」。<br />代表作は、<br />『戦国魔神ゴーショーグン』<br />『魔法のプリンセス ミンキーモモ』<br />『超獣機神ダンクーガ』<br />『超音戦士ボーグマン』<br />『アイドル伝説えり子』<br />『NG騎士ラムネ&40』<br />『マクロス7』<br />『万能文化猫娘』<br />『F-ZERO ファルコン伝説』<br />など。	http://www.pro-reed.com/			スギナミク	フ	1	13	12	2
101	完了	東京都	杉並区	ジェノスタジオ	167-0051	東京都杉並区荻窪5-30-16	MTCビル5F	35.704175	139.621971				アニメ制作会社	シェノススタシオ	劇場版アニメ『虐殺器官』を制作中のマングローブが破産（2015年11月4日破産手続開始）してしまったため、同作品のチーフプロデューサーだった山本幸治が、制作継続のために、自ら代表取締役となって2015年11月19日に設立させたアニメ制作会社。<br />当初の目的だった『虐殺器官』の制作は無事完了して2017年2月に劇場公開。その後は元請制作を開始。<br />山本幸治が2014年10月に設立したアニメ企画プロダクション・株式会社ツインエンジンの子会社。	https://genostudio.co.jp			スギナミク	シ	1	13	12	2
102	完了	東京都	杉並区	Lay-duce	167-0051	東京都杉並区荻窪5-30-16	MTCビル7F	35.704175	139.621971			03-6279-9442	アニメ制作会社	レイテュウス	ボンズの米内則智が独立して2013年8月に設立したアニメ制作会社。<br />代表作は、<br />『Classroom☆Crisis』、<br />『マギ シンドバッドの冒険』、<br />『Fate/Grand Order - First Order-』、<br />『RELEASE THE SPYCE』、<br />『荒ぶる季節の乙女どもよ。』、<br />『ロノー先生の悪魔な神授業』<br />など。				スギナミク	レ	1	13	12	2
103	完了	東京都	杉並区	キネマシトラス	167-0052	東京都杉並区南荻窪4-36-4	第三田丸ビル202	35.702674	139.615322				アニメ制作会社	キネマシトラス	Production I.Gの制作出身でボンズの制作デスクであった小笠原宗紀が、Production I.G出身でバンダイビジュアルのプロデューサー・松家雄一郎、演出家・橘正紀、フリーアニメーター・新井浩一らと共に、2008年3月3日に設立したアニメ制作会社。<br />初めて手がけた作品は『ヒゲぴよ』（2009年）。<br />代表作は、<br />『おしりかじり虫』<br />『ブラック・ブレット』<br />『ばらかもん』<br />『ご注文はうさぎですか??』<br />『メイドインアビス』<br />『少女☆歌劇 レヴュースタァライト』<br />『 SHOW BY ROCK!! ましゅまいれっしゅ!!』<br />など	http://kinemacitrus.biz/			スギナミク	キ	1	13	12	2
104	完了	東京都	杉並区	カラー	167-0054	東京都杉並区松庵3-35-18	ロイヤルヒルズ	35.703472	139.597714	"https://www.google.co.jp/maps/@35.7035861,139.5976294,3a,90y,133.2h,109.52t/data=!3m4!1e1!3m2!1srmJA2eC9TqzjTcPfhuaiMg!2e0?hl=ja"			アニメ制作会社	カラア	庵野秀明が2006年5月に設立したアニメ制作会社。<br />代表作は『ヱヴァンゲリヲン新劇場版』など。	http://khara.co.jp/			スギナミク	カ	1	13	12	2
105	完了	東京都	板橋区	アニメイト	173-0021	東京都板橋区弥生町77-3	第一ビル	35.75293	139.69179				関連企業	アニメイト	47都道府県に店舗を展開している日本国内最大手のアニメショップ「アニメイト」を運営する企業。	https://www.animate.co.jp/			イタバシク	ア	7	13	3	2
106	完了	東京都	板橋区	ムービック	173-0021	東京都板橋区弥生町77-3	第一ビル	35.75293	139.69179	"https://www.google.co.jp/maps/@35.752819,139.6913922,3a,37.5y,71.5h,98.58t/data=!3m4!1e1!3m2!1sXGSyaEFz09yKYHAuk3K4kQ!2e0?hl=ja"		03-3972-1222	関連企業	ムウヒック	アニメショップ「アニメイト」で販売されるアニメ・マンガ･ゲーム･タレント関連キャラクター商品の企画制作、出版を手がけるアニメイトグループの中核を成す企業。	http://www.movic.jp/			イタバシク	ム	7	13	3	2
107	完了	東京都	板橋区	フロンティアワークス	173-0021	東京都板橋区弥生町78-3 		35.753043	139.691487	"https://www.google.co.jp/maps/@35.7528571,139.6914747,3a,75y,354.37h,103.03t/data=!3m4!1e1!3m2!1s1xHt8mD2rd21JttnPd6T9A!2e0?hl=ja"		03-3972-0333	関連企業	フロンティアワアクス	大手アニメグッズショップのアニメイトによって2002年8月に設立。<br />アニメ作品の企画・制作を中心に、アニメ関連の音楽CD・ドラマCDの制作から、雑誌・書籍の編集・発行、CD-ROM、トレーディングカード、写真集、ラジオ番組やゲームの企画・制作、声優のプロデュースなど幅広く手がける会社。	http://www.fwinc.co.jp/		Google map便り。社屋の明確な証拠なし。	イタバシク	フ	7	13	3	2
108	完了	東京都	板橋区	スタジオ・ライブ	174-0065	東京都板橋区若木1-19-3	開進工業ビル2F	35.768851	139.671617				アニメ制作会社	スタシオライフ	芦田豊雄が1976年7月17日に設立したアニメ制作会社。<br />代表作は、<br />『成恵の世界』<br />『超変身コス∞プレイヤー』<br />『ヒットをねらえ！』<br />『 LOVE♥LOVE？』<br />『グレネーダー ほほえみの閃士』<br />『BLACK BLOOD BROTHERS』<br />など。	http://www3.ocn.ne.jp/~indoli/		ストリートビュー確認できず。作品名に特殊文字。	イタバシク	ス	1	13	3	2
109	完了	東京都	練馬区	草薙	176-0006	東京都練馬区栄町2-5	アーバン江古田ビル6F	35.736779	139.670922			03-5984-1551	アニメ制作会社	クサナキ	背景画制作専門のアニメ制作会社。	http://www.kusanagi.co.jp/			ネリマク	ク	1	13	20	2
110	完了	東京都	練馬区	アゼータ・ピクチャーズ	176-0011	東京都練馬区豊玉上2-4-6	NKビル2F	35.737351	139.66478			03-5946-1061	アニメ制作会社	アセエタヒクチャアス	主に日本アニメーション作品のグロス請けを手がけるアニメ制作会社。	http://www.azetapictures.com/			ネリマク	ア	1	13	20	2
111	完了	東京都	練馬区	動画工房	176-0012	東京都練馬区豊玉北2-21-11		35.733448	139.663776	"https://www.google.com/maps/@35.7335483,139.6636139,3a,75y,110.85h,101.89t/data=!3m6!1e1!3m4!1st6viS3XZmXGeth5xqCbaaQ!2e0!7i16384!8i8192"		03-3991-3775	アニメ制作会社	トウカコウホウ	戦前から活躍した漫画家兼アニメーターである古沢日出夫をはじめとするアニメ制作者たちによって1973年7月11日に設立されたアニメ制作会社。<br />代表作は、<br />『恋姫†無双』<br />『ゆるゆり』<br />『恋愛ラボ』<br />『未確認で進行形』<br />『干物妹！うまるちゃん』<br />『NEW GAME!』<br />『刀剣乱舞-花丸-』<br />『ガヴリールドロップアウト』<br />『多田くんは恋をしない』<br />『うちのメイドがウザすぎる！』<br />『私に天使が舞い降りた！』<br />『恋する小惑星』<br />など。				ネリマク	ト	1	13	20	2
112	完了	東京都	練馬区	ブロッコリー	176-0012	東京都練馬区豊玉北5-14-6	新練馬ビル5F	35.735986	139.65536			03-5946-2811	関連企業	フロッコリイ	キャラクターグッズの企画・製作・販売会社。1994年3月設立。アニメ・マンガ・ゲーム関連グッズ専門店ゲーマーズを運営。<br />『デ・ジ・キャラット 』<br />『アクエリアンエイジ』<br />『ギャラクシーエンジェル』<br />といったコンテンツを展開し、多数のテレビ東京系のアニメのスポンサーになっています。	https://www.broccoli.co.jp/			ネリマク	フ	7	13	20	2
113	完了	東京都	練馬区	スタジオ雲雀（ラルケ）	176-0012	東京都練馬区豊玉北5-32-6	光音ビル	35.736578	139.652855	"https://www.google.co.jp/maps/@35.7364623,139.6526924,3a,87.6y,29.48h,109.86t/data=!3m4!1e1!3m2!1sB4E8iWx08iVxQQG5uIo4MA!2e0?hl=ja"		03-3994-9848 	アニメ制作会社	スタシオヒハリ	1979年7月に仕上専門スタジオとして設立したアニメ制作会社で、1980年の『無敵ロボ トライダーG7』からグロス請けを開始。<br />代表取締役会長の光延幸子や夫であるアニメ監督・演出家の光延博愛が土田プロとの関係が深かったことから、仕上請負と土田プロのグロス請けが中心だったが、1986年の土田プロ倒産後は、小学館プロダクションやケイエスエス製作作品の元請制作が主となる。<br />2006年に、3DCG部門を「株式会社ラークスエンタテインメント」として分社化。<br />2011年頃にアニメ制作チーム「Lerche（ラルケ）」を結成し、テレビアニメにおいては「Lerche」名義で制作することが多くなる。	http://www.st-hibari.co.jp/			ネリマク	ス	1	13	20	2
114	完了	東京都	練馬区	スタジオコメット	176-0013	東京都練馬区豊玉中3-1-3	NRMビル	35.732892	139.656224	"https://www.google.co.jp/maps/@35.7328009,139.6562675,3a,90y,345.38h,104.74t/data=!3m4!1e1!3m2!1shHQLlQ0sH-lGVA6k5fEBjg!2e0?hl=ja"		03-5912-0020	アニメ制作会社	スタシオコメット	アニメ制作会社。1986年1月21日設立。<br />代表作は、『ついでにとんちんかん』<br />『ドラゴンクエスト』<br />『ツヨシしっかりしなさい』<br />『頭文字D』<br />『Dr.リンにきいてみて！』<br />『スクールランブル』<br />『マシュマロ通信』<br />『おねがいマイメロディ』<br />『ジュエルペット』<br />など。	http://www.st-comet.com/			ネリマク	ス	1	13	20	2
115	完了	東京都	練馬区	エムケイ座	176-0023	東京都練馬区中村北3-15-2	エバグリーンハウス2F	35.736496	139.639347			03-3998-0699	アニメ制作会社	エムケイザ	1982年に向中野義雄によって設立され、グロス請けを中心に活動していたアニメ制作会社・スタジオ座円洞のスタッフにより2016年5月17日に設立されたアニメ制作会社。<br />※スタジオ座円洞は、諸事情により休眠することが公式サイトにて発表されていました。	http://www.mk-za.com/			ネリマク	エ	1	13	20	2
116	完了	東京都	練馬区	ティー・エヌ・ケー	177-0033	東京都練馬区高野台2-3-10	花菱産業ビル4F	35.747749	139.622096			03-5947-9130	アニメ制作会社	ティイエヌケイ	1999年1月29日設立のアニメ制作会社。<br />代表作は、<br />『HAND MAID メイ』、<br />『円盤皇女ワるきゅーレ』、<br />『神無月の巫女』、<br />『流星戦隊ムスメット』、<br />『落語天女おゆい』、<br />『京四郎と永遠の空』、<br />『School Days』<br />など。	http://www.e-tnk.net/			ネリマク	テ	1	13	20	2
117	完了	東京都	練馬区	美峰	177-0033	東京都練馬区中村北3-19-9	美峰ビル	35.734325	139.638946	"https://www.google.co.jp/maps/@35.7342836,139.6387882,3a,81.5y,60.27h,111.89t/data=!3m6!1e1!3m4!1svO4O9oekgqDS8CR2BGqCQw!2e0!7i13312!8i6656"		03-5910-7845	アニメ制作会社	ヒホウ	主に背景・設定デザイン制作を手がけるアニメ制作会社。1993年12月6日設立。	http://www.bihou.com/			ネリマク	ヒ	1	13	20	2
118	完了	東京都	練馬区	トロイカ	177-0041	東京都練馬区石神井町3-17-19	TK 石神井公園ビル2F	35.742479	139.604646				アニメ制作会社	トロイカ	長野敏之、加藤友宜、あおきえいを中心とする元AICスタッフたちによって2013年5月に設立されたアニメ制作会社。<br />代表作は、<br />『櫻子さんの足下には死体が埋まっている』、<br />『Re:CREATORS』、<br />『アイドリッシュセブン』、<br />『やがて君になる』、<br />『ロード・エルメロイII世の事件簿 -魔眼蒐集列車 Grace note-』<br />など。				ネリマク	ト	1	13	20	2
119	完了	東京都	練馬区	アドバンス石神井	177-0042	東京都練馬区下石神井4-12-33	MKホンダビル2F	35.726848	139.604009			03-3904-5320	アニメ制作会社	アトハンスシャクシイ	アニメーターの澤田譲治が創設したアニメ制作会社。2011年10月設立。	http://www.advance-syakujii.com/			ネリマク	ア	1	13	20	2
120	完了	東京都	練馬区	AIC（アニメインターナショナルカンパニー） 本社	177-0044	東京都練馬区上石神井4-4-21	ゴービルディング1F-W号	35.728628	139.591264			03-3926-1591	アニメ制作会社	アニメインタアナショナルカンハニイホンシャ	アニメ制作会社。2008年5月設立。<br />代表作は、<br />『天地無用！』、<br />『神秘の世界エルハザード』、<br />『魔法少女プリティサミー』、<br />『バトルアスリーテス 大運動会』、<br />『レモンエンジェル』、<br />『にゃんこい！』、<br />『迷い猫オーバーラン！』、<br />『アマガミSS』、<br />『あっちこっち』、<br />『トータル・イクリプス』<br />など。	http://www.anime-int.com/			ネリマク	ア	1	13	20	2
121	完了	東京都	練馬区	シルバー 3st	177-0051	東京都練馬区関町北2-27-11	トウセン関町ビル6F	35.727090	139.576593			03-6904-9367	アニメ制作会社	シルハー	サンライズなどで制作進行をしていた井田和行が2000年に設立したアニメ制作会社。<br />数々の作品でキャラクターデザインや作画監督を担当したアニメーターが多く在籍している。<br />代表作は『ぼくたちは勉強ができない』<br />など。	http://www.silver-game.net/			ネリマク	シ	1	13	20	2
122	完了	東京都	練馬区	旭プロダクション	177-0051	東京都練馬区関町北2-2-10		35.723334	139.575913	"https://www.google.co.jp/maps/@35.7231102,139.5759613,3a,90y,342.04h,102.6t/data=!3m4!1e1!3m2!1ssTi1r-IolNE_K_qYqFbtxQ!2e0?hl=ja"		03-5927-5133	アニメ制作会社	アサヒフロタクション	サンリオ企画・制作作品などの元請制作を中心とするアニメ制作会社。1973年6月1日設立。<br />代表作は、<br />『ハローキティ りんごの森のファンタジー』<br />『シュガーバニーズ』<br />『スーパーロボット大戦OG -ジ・インスペクター-』<br />『温泉幼精ハコネちゃん』<br />『なむあみだ仏っ！-蓮台 UTENA-』<br />など。	http://www.asahi-pro.co.jp/			ネリマク	ア	1	13	20	2
123	完了	東京都	練馬区	ディオメディア 本社	177-0051	東京都練馬区関町北2-25-13		35.726534	139.576232				アニメ制作会社	ティオメティア1	スタジオバルセロナの取締役社長を務めていた小原充が、バルセロナの創設者で共同代表だった須賀信行が代表取締役を辞任したの機に、バルセロナの事業を継承させるために2007年11月28日に新設したアニメ制作会社。<br />代表作は、<br />『乃木坂春香の秘密』、<br />『侵略！イカ娘』、<br />『艦隊これくしょん -艦これ-』<br />など。				ネリマク	テ	1	13	20	2
124	完了	東京都	練馬区	ぎゃろっぷ	177-0051	東京都練馬区関町北3-20-36		35.725594	139.571203	"https://www.google.co.jp/maps/@35.725688,139.571324,3a,72.9y,218.59h,102.03t/data=!3m4!1e1!3m2!1samAgticE7v5swjCZnEHCUA!2e0?hl=ja"		03-3920-3466	アニメ制作会社	キャロッフ	アニメ制作会社。1978年12月13日創立。<br />代表作は、<br />『キテレツ大百科』、<br />『姫ちゃんのリボン』、<br />『赤ずきんチャチャ』、<br />『こどものおもちゃ』、<br />『ナースエンジェルりりかSOS』、<br />『おじゃる丸』、<br />『遊☆戯☆王デュエルモンスターズ』、<br />『アイシールド21』<br />など。	http://www.anime-gallop.co.jp/			ネリマク	キ	1	13	20	2
125	完了	東京都	練馬区	ディオメディア 武蔵関スタジオ	177-0051	東京都練馬区関町北3-23-16		35.725609	139.571471	"https://www.google.co.jp/maps/@35.725688,139.571324,3a,75y,135.95h,100.68t/data=!3m4!1e1!3m2!1samAgticE7v5swjCZnEHCUA!2e0?hl=ja"		03-5927-5044	アニメ制作会社	ティオメティア2	アニメ制作会社であるディオメディアの制作スタジオ。	http://www.diomedea.co.jp/			ネリマク	テ	1	13	20	2
126	完了	東京都	練馬区	エンカレッジフィルムズ 	177-0051	東京都練馬区関町北3-23-16		35.725597	139.571461			0422-27-2045	アニメ制作会社	エンカレッシフィルムス　	GONZOの元プロデューサーである池田東陽と、アニメーション監督の追崎史敏によって2008年8月5日に設立されたアニメ制作会社。<br />代表作は、<br />『戦姫絶唱シンフォギア』、<br />『ひとりじめマイヒーロー』、<br />『異世界チート魔術師』<br />など。	http://www.encouragefilms.com/			ネリマク	エ	1	13	20	2
127	完了	東京都	練馬区	ミルパンセ	177-0052	東京都練馬区関町東2-15-8	マンション柚子2F	35.728450	139.579042			03-5903-9744	アニメ制作会社	ミルハンセ	"ガイナックスで制作をしていた白石直子が2013年に独立して設立したアニメ制作会社。<br />白石直子の夫であるアニメ監督の板垣伸の作品をメインに制作している。<br />代表作は、<br />『てーきゅう』シリーズ、<br />『ベルセルク』、<br />『Wake Up, Girls! 新章』、<br />『コップクラフト』<br />など。"	http://millepensee.com/			ネリマク	ミ	1	13	20	2
128	完了	東京都	練馬区	ダンデライオンアニメーションスタジオ	178-0063	東京都練馬区東大泉2-7-28	三慶第2ビル	35.752048	139.593787				アニメ制作会社	タンテライオンアニメイションスタシオ	東映アニメーションなどでCGのアニメーターやディレクターを担った西川和宏が代表を務めるアニメ制作会社。2007年4月9日設立。<br />CGアニメをメインに企画・制作しているデジタルアニメスタジオ。	http://www.dlas.jp			ネリマク	タ	1	13	20	2
129	完了	東京都	練馬区	東映アニメーション 大泉スタジオ	178-0063	東京都練馬区東大泉2-10-5		35.75185	139.594774	"https://www.google.co.jp/maps/@35.752105,139.594268,3a,75y,106.44h,96.47t/data=!3m4!1e1!3m2!1sDrfKKm63ZcmBRWUBBOH8Ew!2e0?hl=ja"			アニメ制作会社	トウエイアニメイションオオイスミホンシャ	東映アニメーションの製作本部（製作管理部・製作部・デジタル映像部）、経営管理本部（総務部・情報システム部）、東映アニメーションギャラリーがあります。	http://corp.toei-anim.co.jp/			ネリマク	ト	1	13	20	2
130	完了	東京都	練馬区	Seven Arcs	179-0075	東京都練馬区高松5-11-26	光が丘MKビル	35.758147	139.621712	"https://www.google.co.jp/maps/@35.7584104,139.6220709,3a,75y,226.36h,110.44t/data=!3m4!1e1!3m2!1sA_8IY95chzWZHbMDHXRWzA!2e0?hl=ja"		03-6891-0227	アニメ制作会社	セフンアアクス	『魔法少女リリカルなのは』シリーズで知られる東京放送ホールディングス傘下のアニメ制作会社。<br />上村修、康村諒、水野和則、草川啓造といった演出家たちが設立したセブン・アークスグループ（アークトゥールス、セブン・アークス、セブン・アークス・ピクチャーズ）を、東京放送ホールディングスがアニメーション事業強化のためにの完全子会社化したのを機に合併し、2019年10月7日に設立。	http://www.7arcs.co.jp/			ネリマク	セ	1	13	20	2
131	完了	東京都	武蔵野市	サイエンスSARU	180-0001	東京都武蔵野市吉祥寺北町3-1-1		35.709462	139.573846				アニメ制作会社	サイエンスサル	湯浅政明監督が代表取締役を務める2013年設立のアニメ制作会社。<br />代表作は、<br />『夜は短し歩けよ乙女』、<br />『夜明け告げるルーのうた』、<br />『きみと、波にのれたら』、<br />『映像研には手を出すな！』<br />など。				ムサシノシ	サ	1	13	48	2
132	完了	東京都	武蔵野市	STUDIO4℃	180-0001	東京都武蔵野市吉祥寺北町3-4-17		35.709804	139.573297				アニメ制作会社	スタシオヨントシイ	アニメ制作会社。1999年12月24日設立。<br />代表作は、<br />『MEMORIES』、<br />『アリーテ姫』、<br />『マインド・ゲーム』、<br />『鉄コン筋クリート』、<br />『魔法少女隊アルス』<br />など。	http://www.studio4c.co.jp/			ムサシノシ	ス	1	13	48	2
133	完了	東京都	武蔵野市	WIT STUDIO　井の頭スタジオ	180-0003	東京都武蔵野市吉祥寺南町1-27-1	吉祥寺パインクレスト206号	35.701306	139.581416				アニメ制作会社	ウィットスタシオ3	アニメ制作会社WIT STUDIOの制作スタジオの一つ。	http://www.witstudio.co.jp/			ムサシノシ	ウ	1	13	48	2
134	完了	東京都	武蔵野市	WIT STUDIO　吉祥寺スタジオ	180-0004	東京都武蔵野市吉祥寺本町1-12-13	センチュリーホーム吉祥寺ビル3F	35.705370	139.581093				アニメ制作会社	ウィットスタシオ2	アニメ制作会社WIT STUDIOの制作スタジオの一つ。	http://www.witstudio.co.jp/			ムサシノシ	ウ	1	13	48	2
135	完了	東京都	武蔵野市	3Hz	180-0004	東京都武蔵野市吉祥寺本町1-12-13	センチュリーホーム吉祥寺ビル7F	35.705370	139.581093				アニメ制作会社	サンヘルツ	Production I.G出身のプロデューサー松家雄一郎が2013年に設立したアニメ制作会社。<br />初元請作品は2014年の『天体のメソッド』。<br />代表作は、<br />『フリップフラッパーズ』、<br />『ソードアート・オンライン オルタナティブ ガンゲイル・オンライン』、<br />『ライフル・イズ・ビューティフル』<br />など。	http://www.3hz.co.jp/			ムサシノシ	サ	1	13	48	2
136	完了	東京都	武蔵野市	ガイナックス	180-0005	東京都武蔵野市御殿山1-4-20	服部ビル202	35.701713	139.575847			0422-70-6001	アニメ制作会社	カイナックス	アニメ制作会社。1984年12月24日設立。<br />代表作は、<br />『新世紀エヴァンゲリオン』、<br />『王立宇宙軍 オネアミスの翼』、<br />『彼氏彼女の事情』、<br />『アベノ橋魔法☆商店街』、<br />『トップをねらえ！』、<br />『フリクリ』、<br />『天元突破グレンラガン』、<br />『屍姫 赫』、<br />『Re:キューティーハニー』、<br />『パンティ&ストッキングwithガーターベルト』、<br />『めだかボックス』<br />など。	http://www.gainax.co.jp/			ムサシノシ	カ	1	13	48	2
137	完了	東京都	武蔵野市	タツノコプロ	180-0006	東京都武蔵野市中町1-19-3	武蔵野YSビル2F	35.705048	139.562002				アニメ制作会社	タツノコフロタクションホンシャ	アニメ制作会社。<br />代表作は、<br />『ハクション大魔王』<br />『みなしごハッチ』<br />『科学忍者隊ガッチャマン』<br />『宇宙の騎士テッカマン』<br />『タイムボカン』<br />『ヤッターマン』<br />『超時空要塞マクロス』<br />『未来警察ウラシマン』<br />『赤い光弾ジリオン』<br />『天空戦記シュラト』<br />『ジェネレイターガウル』<br />『The Soul Taker～魂狩～』<br />『SKET DANCE』<br />『プリティーリズム・オーロラドリーム』など。	http://www.tatsunoko.co.jp/			ムサシノシ	タ	1	13	48	2
